timestamp,locomotive_id,failure_type_true,coolant_temp_f,coolant_level_pct,battery_volts,oil_pressure_psi,engine_temp_f,rpm,ambient_temp_f,cooling_water_loss,battery_failure
2026-01-22 04:00:00,NS-1002,none,179.1,93.4,14.266,69.82,193.07,832.9,58.92,0,0
2026-01-22 05:00:00,NS-1002,none,179.79,93.06,14.361,68.75,192.98,866.0,64.5,0,0
2026-01-22 06:00:00,NS-1002,none,176.46,93.5,14.343,69.1,195.9,837.0,60.6,0,0
2026-01-22 07:00:00,NS-1002,none,176.15,93.31,14.342,70.52,194.6,834.9,55.36,0,0
2026-01-22 08:00:00,NS-1002,none,182.03,92.85,14.221,68.89,195.69,841.9,56.71,0,0
2026-01-22 09:00:00,NS-1002,none,177.93,93.24,14.417,68.01,196.32,849.0,61.11,0,0
2026-01-22 10:00:00,NS-1002,none,177.05,93.24,14.446,68.86,194.22,849.4,64.06,0,0
2026-01-22 11:00:00,NS-1002,none,178.52,92.84,14.368,67.87,198.47,870.1,69.29,0,0
2026-01-22 12:00:00,NS-1002,none,180.54,93.38,14.369,69.93,193.4,839.6,59.54,0,0
2026-01-22 13:00:00,NS-1002,none,178.79,93.22,14.179,69.36,192.47,850.9,59.64,0,0
2026-01-22 14:00:00,NS-1002,none,178.13,92.96,14.261,69.68,197.62,822.5,58.65,0,0
2026-01-22 15:00:00,NS-1002,none,178.85,93.32,14.216,69.99,196.49,806.6,71.28,0,0
2026-01-22 16:00:00,NS-1002,none,182.26,94.1,14.13,67.35,194.98,826.0,68.79,0,0
2026-01-22 17:00:00,NS-1002,none,179.06,93.64,14.337,68.17,192.89,845.7,57.13,0,0
2026-01-22 18:00:00,NS-1002,none,179.45,93.55,14.372,68.35,192.34,831.7,64.82,0,0
2026-01-22 19:00:00,NS-1002,none,178.58,93.1,14.244,68.4,195.74,845.8,65.35,0,0
2026-01-22 20:00:00,NS-1002,none,177.52,93.9,14.236,68.23,200.58,808.8,59.82,0,0
2026-01-22 21:00:00,NS-1002,none,179.09,93.5,14.287,68.74,191.98,808.6,58.5,0,0
2026-01-22 22:00:00,NS-1002,none,178.99,93.86,14.413,67.63,197.54,854.7,58.84,0,0
2026-01-22 23:00:00,NS-1002,none,179.89,93.49,14.269,68.83,193.52,836.9,58.53,0,0
2026-01-23 00:00:00,NS-1002,none,177.04,93.69,14.391,69.95,193.01,848.0,60.06,0,0
2026-01-23 01:00:00,NS-1002,none,178.69,93.62,14.26,69.59,192.33,862.1,65.43,0,0
2026-01-23 02:00:00,NS-1002,none,178.73,93.84,14.337,70.61,197.85,831.4,62.01,0,0
2026-01-23 03:00:00,NS-1002,none,180.49,93.62,14.159,68.59,197.07,827.8,60.87,0,0
2026-01-23 04:00:00,NS-1002,none,182.57,93.54,14.296,68.92,195.93,837.1,63.05,0,0
2026-01-23 05:00:00,NS-1002,none,179.02,93.47,14.175,69.57,196.93,844.8,56.98,0,0
2026-01-23 06:00:00,NS-1002,none,179.47,92.85,14.355,67.45,194.89,813.6,63.67,0,0
2026-01-23 07:00:00,NS-1002,none,182.17,93.65,14.295,69.08,191.46,841.7,60.72,0,0
2026-01-23 08:00:00,NS-1002,none,176.37,93.12,14.39,69.59,198.52,830.6,57.11,0,0
2026-01-23 09:00:00,NS-1002,none,176.52,93.44,14.339,67.83,201.1,858.7,63.39,0,0
2026-01-23 10:00:00,NS-1002,none,175.84,92.9,14.282,70.64,197.86,818.1,57.62,0,0
2026-01-23 11:00:00,NS-1002,none,181.8,93.25,14.285,69.44,197.57,826.5,63.54,0,0
2026-01-23 12:00:00,NS-1002,none,177.26,92.45,14.362,68.59,192.98,833.6,69.12,0,0
2026-01-23 13:00:00,NS-1002,none,182.33,93.01,14.294,69.22,193.54,837.1,64.74,0,0
2026-01-23 14:00:00,NS-1002,none,176.36,92.99,14.373,68.65,203.06,811.1,61.94,0,0
2026-01-23 15:00:00,NS-1002,none,173.16,93.48,14.343,67.98,196.05,819.7,61.23,0,0
2026-01-23 16:00:00,NS-1002,none,177.65,92.87,14.398,67.3,191.97,815.8,66.37,0,0
2026-01-23 17:00:00,NS-1002,none,176.95,93.05,14.223,70.25,196.23,833.0,60.65,0,0
2026-01-23 18:00:00,NS-1002,none,176.89,93.31,14.323,67.72,194.18,851.1,59.52,0,0
2026-01-23 19:00:00,NS-1002,none,181.03,93.49,14.34,68.96,191.08,833.7,65.15,0,0
2026-01-23 20:00:00,NS-1002,none,178.84,93.9,14.459,68.62,192.46,848.9,64.44,0,0
2026-01-23 21:00:00,NS-1002,none,178.2,93.03,14.438,69.68,195.32,852.0,63.79,0,0
2026-01-23 22:00:00,NS-1002,none,179.84,93.59,14.215,72.05,193.67,819.0,73.27,0,0
2026-01-23 23:00:00,NS-1002,none,178.07,92.96,14.29,69.11,198.79,843.7,67.85,0,0
2026-01-24 00:00:00,NS-1002,none,179.22,93.81,14.356,69.35,196.43,836.1,68.7,0,0
2026-01-24 01:00:00,NS-1002,none,175.59,93.9,14.292,68.44,195.58,841.3,62.17,0,0
2026-01-24 02:00:00,NS-1002,none,176.67,92.53,14.412,66.39,198.24,843.0,61.75,0,0
2026-01-24 03:00:00,NS-1002,none,179.46,92.47,14.264,70.06,199.38,836.5,58.66,0,0
2026-01-24 04:00:00,NS-1002,none,176.21,93.67,14.198,68.03,192.87,837.4,61.84,0,0
2026-01-24 05:00:00,NS-1002,none,180.28,92.69,14.279,68.49,200.61,843.0,60.18,0,0
2026-01-24 06:00:00,NS-1002,none,179.87,92.76,14.272,69.14,197.95,850.1,58.95,0,0
2026-01-24 07:00:00,NS-1002,none,175.9,93.31,14.282,68.87,197.61,834.7,67.28,0,0
2026-01-24 08:00:00,NS-1002,none,178.29,93.53,14.283,69.53,197.85,833.4,65.35,0,0
2026-01-24 09:00:00,NS-1002,none,177.82,93.14,14.256,70.07,201.46,843.8,64.79,0,0
2026-01-24 10:00:00,NS-1002,none,180.98,93.35,14.4,69.07,196.59,838.7,64.42,0,0
2026-01-24 11:00:00,NS-1002,none,178.62,93.25,14.237,68.38,193.79,814.4,61.99,0,0
2026-01-24 12:00:00,NS-1002,none,178.06,93.33,14.404,70.71,188.49,841.9,57.98,0,0
2026-01-24 13:00:00,NS-1002,none,176.67,94.05,14.318,67.86,196.27,841.0,66.45,0,0
2026-01-24 14:00:00,NS-1002,none,177.56,93.33,14.265,69.94,193.85,849.0,54.55,0,0
2026-01-24 15:00:00,NS-1002,none,182.72,93.74,14.4,69.73,196.31,831.1,56.34,0,0
2026-01-24 16:00:00,NS-1002,none,179.6,93.35,14.255,70.2,197.1,827.2,62.17,0,0
2026-01-24 17:00:00,NS-1002,none,178.47,93.37,14.275,70.76,193.09,818.3,52.93,0,0
2026-01-24 18:00:00,NS-1002,none,176.67,93.03,14.388,68.46,197.41,856.2,61.87,0,0
2026-01-24 19:00:00,NS-1002,none,175.55,93.35,14.373,68.27,195.15,873.8,53.01,0,0
2026-01-24 20:00:00,NS-1002,none,178.85,93.15,14.337,68.4,195.82,816.6,66.21,0,0
2026-01-24 21:00:00,NS-1002,none,179.68,92.89,14.255,70.9,191.45,831.9,60.16,0,0
2026-01-24 22:00:00,NS-1002,none,179.75,93.35,14.303,69.92,198.44,833.0,67.75,0,0
2026-01-24 23:00:00,NS-1002,none,178.8,92.92,14.219,69.0,194.55,829.1,65.91,0,0
2026-01-25 00:00:00,NS-1002,none,181.04,92.29,14.374,68.77,198.82,822.3,70.52,0,0
2026-01-25 01:00:00,NS-1002,none,174.86,93.18,14.413,69.05,195.36,835.4,68.27,0,0
2026-01-25 02:00:00,NS-1002,none,177.1,93.34,14.317,69.33,199.02,837.9,60.42,0,0
2026-01-25 03:00:00,NS-1002,none,178.21,93.29,14.385,69.35,199.37,835.4,65.06,0,0
2026-01-25 04:00:00,NS-1002,none,178.58,93.3,14.314,69.64,192.69,827.7,56.83,0,0
2026-01-25 05:00:00,NS-1002,none,180.66,93.12,14.337,69.08,196.5,837.9,61.35,0,0
2026-01-25 06:00:00,NS-1002,none,177.28,93.94,14.31,68.59,194.6,826.5,64.1,0,0
2026-01-25 07:00:00,NS-1002,none,176.5,93.6,14.353,68.91,194.53,823.3,69.05,0,0
2026-01-25 08:00:00,NS-1002,none,177.62,92.9,14.283,71.77,193.96,860.4,58.19,0,0
2026-01-25 09:00:00,NS-1002,none,176.91,93.02,14.251,68.42,194.75,852.6,67.89,0,0
2026-01-25 10:00:00,NS-1002,none,178.79,93.5,14.346,68.18,194.06,817.6,68.93,0,0
2026-01-25 11:00:00,NS-1002,none,179.39,94.05,14.21,68.89,198.87,844.4,63.53,0,0
2026-01-25 12:00:00,NS-1002,none,180.53,93.19,14.236,68.36,192.6,836.5,59.77,0,0
2026-01-25 13:00:00,NS-1002,none,178.08,93.01,14.417,69.22,191.09,837.3,69.87,0,0
2026-01-25 14:00:00,NS-1002,none,178.75,93.6,14.286,69.9,195.62,807.0,57.56,0,0
2026-01-25 15:00:00,NS-1002,none,178.6,92.91,14.33,67.72,195.27,849.7,69.59,0,0
2026-01-25 16:00:00,NS-1002,none,182.84,92.67,14.166,69.28,194.32,834.3,62.81,0,0
2026-01-25 17:00:00,NS-1002,none,176.71,93.07,14.44,69.16,198.95,827.3,67.33,0,0
2026-01-25 18:00:00,NS-1002,none,176.18,92.64,14.171,67.96,198.85,863.3,64.19,0,0
2026-01-25 19:00:00,NS-1002,none,172.98,93.32,14.345,69.58,194.75,848.8,66.84,0,0
2026-01-25 20:00:00,NS-1002,none,175.78,93.02,14.398,67.67,191.66,812.5,61.96,0,0
2026-01-25 21:00:00,NS-1002,none,181.33,93.25,14.32,69.74,194.24,833.0,56.1,0,0
2026-01-25 22:00:00,NS-1002,none,179.92,93.81,14.169,70.76,194.12,827.4,65.38,0,0
2026-01-25 23:00:00,NS-1002,none,179.47,92.85,14.348,68.65,195.0,831.2,77.34,0,0
2026-01-26 00:00:00,NS-1002,none,174.17,93.1,14.383,67.87,193.03,840.1,61.49,0,0
2026-01-26 01:00:00,NS-1002,none,177.86,93.18,14.344,69.97,195.31,842.7,67.78,0,0
2026-01-26 02:00:00,NS-1002,none,179.32,93.41,14.249,68.47,199.12,817.4,54.1,0,0
2026-01-26 03:00:00,NS-1002,none,178.38,93.48,14.301,68.46,198.96,852.1,59.98,0,0
2026-01-26 04:00:00,NS-1002,none,179.19,93.36,14.419,68.87,196.68,806.9,65.64,0,0
2026-01-26 05:00:00,NS-1002,none,181.31,93.47,14.421,68.85,199.15,824.5,72.46,0,0
2026-01-26 06:00:00,NS-1002,none,178.81,93.78,14.342,67.6,194.56,818.5,57.47,0,0
2026-01-26 07:00:00,NS-1002,none,178.55,93.11,14.403,68.53,196.38,832.1,64.57,0,0
2026-01-26 08:00:00,NS-1002,none,179.27,94.08,14.299,67.61,194.47,838.8,55.12,0,0
2026-01-26 09:00:00,NS-1002,none,181.51,92.95,14.371,68.25,199.86,817.6,64.69,0,0
2026-01-26 10:00:00,NS-1002,none,175.17,93.67,14.385,69.13,197.59,849.0,60.47,0,0
2026-01-26 11:00:00,NS-1002,none,178.48,93.6,14.199,68.21,192.94,827.6,64.38,0,0
2026-01-26 12:00:00,NS-1002,none,180.21,93.08,14.303,69.23,193.06,846.9,59.25,0,0
2026-01-26 13:00:00,NS-1002,none,178.08,92.64,14.276,68.63,199.19,848.3,63.07,0,0
2026-01-26 14:00:00,NS-1002,none,176.45,93.57,14.359,71.28,199.69,804.0,66.59,0,0
2026-01-26 15:00:00,NS-1002,none,181.15,93.12,14.32,68.43,197.32,821.8,60.77,0,0
2026-01-26 16:00:00,NS-1002,none,182.83,93.76,14.297,67.21,191.26,812.5,67.3,0,0
2026-01-26 17:00:00,NS-1002,none,179.01,93.89,14.319,67.15,194.98,836.3,60.02,0,0
2026-01-26 18:00:00,NS-1002,none,175.65,93.12,14.191,68.02,188.68,840.3,60.89,0,0
2026-01-26 19:00:00,NS-1002,none,172.14,92.9,14.284,68.13,200.08,813.4,64.31,0,0
2026-01-26 20:00:00,NS-1002,none,177.82,92.96,14.302,69.06,200.59,821.1,62.8,0,0
2026-01-26 21:00:00,NS-1002,none,180.8,93.42,14.271,68.01,188.81,835.2,63.01,0,0
2026-01-26 22:00:00,NS-1002,none,176.8,93.45,14.291,69.57,198.36,859.2,68.29,0,0
2026-01-26 23:00:00,NS-1002,none,181.76,92.08,14.416,71.14,197.94,858.9,70.39,0,0
2026-01-27 00:00:00,NS-1002,none,179.04,94.09,14.348,68.83,190.84,836.4,55.5,0,0
2026-01-27 01:00:00,NS-1002,none,180.22,92.99,14.402,70.05,200.3,834.0,61.39,0,0
2026-01-27 02:00:00,NS-1002,none,177.61,93.19,14.385,69.57,195.72,831.1,61.27,0,0
2026-01-27 03:00:00,NS-1002,none,181.05,93.31,14.34,69.65,193.85,835.9,60.39,0,0
2026-01-27 04:00:00,NS-1002,none,178.58,93.06,14.26,69.64,193.63,838.6,64.78,0,0
2026-01-27 05:00:00,NS-1002,none,177.92,93.11,14.317,69.33,195.84,860.8,63.4,0,0
2026-01-27 06:00:00,NS-1002,none,179.35,92.66,14.287,68.85,192.21,839.4,60.76,0,0
2026-01-27 07:00:00,NS-1002,none,179.17,93.87,14.449,68.88,193.87,831.7,60.32,0,0
2026-01-27 08:00:00,NS-1002,none,177.41,93.07,14.251,68.01,191.72,844.1,62.72,0,0
2026-01-27 09:00:00,NS-1002,none,181.19,93.8,14.248,68.5,194.71,845.6,61.84,0,0
2026-01-27 10:00:00,NS-1002,none,177.06,92.97,14.397,67.82,196.51,827.2,57.1,0,0
2026-01-27 11:00:00,NS-1002,none,177.95,93.29,14.331,70.6,195.4,823.3,66.77,0,0
2026-01-27 12:00:00,NS-1002,none,179.17,93.81,14.431,69.74,197.62,806.0,68.73,0,0
2026-01-27 13:00:00,NS-1002,none,176.83,92.76,14.278,68.4,193.0,838.9,69.23,0,0
2026-01-27 14:00:00,NS-1002,none,176.91,92.96,14.324,69.78,199.5,842.3,66.46,0,0
2026-01-27 15:00:00,NS-1002,none,179.14,93.16,14.263,68.44,191.02,829.6,61.18,0,0
2026-01-27 16:00:00,NS-1002,none,179.7,92.69,14.25,67.43,195.31,840.3,60.38,0,0
2026-01-27 17:00:00,NS-1002,none,179.29,93.26,14.253,69.68,191.25,835.0,61.24,0,0
2026-01-27 18:00:00,NS-1002,none,178.03,92.88,14.452,67.77,200.43,831.3,58.45,0,0
2026-01-27 19:00:00,NS-1002,none,177.6,92.98,14.284,68.92,192.42,863.0,64.41,0,0
2026-01-27 20:00:00,NS-1002,none,176.46,93.39,14.118,68.73,197.62,845.1,58.67,0,0
2026-01-27 21:00:00,NS-1002,none,177.91,93.57,14.265,70.34,198.31,847.1,75.09,0,0
2026-01-27 22:00:00,NS-1002,none,180.65,93.01,14.263,69.45,198.09,833.0,65.06,0,0
2026-01-27 23:00:00,NS-1002,none,178.87,93.43,14.257,67.87,186.63,839.6,63.1,0,0
2026-01-28 00:00:00,NS-1002,none,176.55,93.55,14.347,69.61,197.39,832.5,66.43,0,0
2026-01-28 01:00:00,NS-1002,none,179.1,92.9,14.404,68.54,197.81,841.0,65.48,0,0
2026-01-28 02:00:00,NS-1002,none,179.68,93.13,14.45,69.33,198.39,832.6,68.01,0,0
2026-01-28 03:00:00,NS-1002,none,180.16,93.25,14.212,68.71,193.77,838.9,69.9,0,0
2026-01-28 04:00:00,NS-1002,none,178.03,93.61,14.406,69.57,192.02,846.6,62.96,0,0
2026-01-28 05:00:00,NS-1002,none,177.13,93.1,14.334,69.05,195.39,833.3,60.15,0,0
2026-01-28 06:00:00,NS-1002,none,178.76,93.67,14.21,68.39,195.03,854.9,55.92,0,0
2026-01-28 07:00:00,NS-1002,none,180.45,93.6,14.334,70.73,195.93,814.0,65.28,0,0
2026-01-28 08:00:00,NS-1002,none,179.75,93.05,14.247,70.12,190.55,820.5,66.23,0,0
2026-01-28 09:00:00,NS-1002,none,177.12,93.36,14.299,68.0,194.04,851.4,68.38,0,0
2026-01-28 10:00:00,NS-1002,none,177.43,93.87,14.433,71.3,195.0,810.1,64.1,0,0
2026-01-28 11:00:00,NS-1002,none,177.11,93.62,14.271,68.46,193.04,847.5,60.99,0,0
2026-01-28 12:00:00,NS-1002,none,180.62,92.58,14.293,68.81,199.37,842.0,66.16,0,0
2026-01-28 13:00:00,NS-1002,none,175.36,93.01,14.265,69.21,192.21,838.2,58.84,0,0
2026-01-28 14:00:00,NS-1002,none,181.73,92.82,14.36,70.86,198.22,828.8,63.98,0,0
2026-01-28 15:00:00,NS-1002,none,178.52,93.38,14.356,70.74,186.71,840.2,64.97,0,0
2026-01-28 16:00:00,NS-1002,none,179.84,93.05,14.362,69.32,191.63,832.3,59.21,0,0
2026-01-28 17:00:00,NS-1002,none,179.08,92.91,14.359,67.26,197.59,827.1,57.48,0,0
2026-01-28 18:00:00,NS-1002,none,180.53,92.95,14.308,68.75,195.65,842.6,63.82,0,0
2026-01-28 19:00:00,NS-1002,none,180.54,93.73,14.37,69.19,196.79,839.9,68.71,0,0
2026-01-28 20:00:00,NS-1002,none,176.43,92.88,14.191,70.11,193.45,841.2,70.03,0,0
2026-01-28 21:00:00,NS-1002,none,175.92,93.36,14.274,67.95,192.68,832.5,71.59,0,0
2026-01-28 22:00:00,NS-1002,none,181.29,92.76,14.261,70.03,199.11,840.4,68.8,0,0
2026-01-28 23:00:00,NS-1002,none,177.78,93.26,14.234,66.66,191.88,851.9,63.41,0,0
2026-01-29 00:00:00,NS-1002,none,182.21,93.55,14.162,68.16,199.53,870.6,65.21,0,0
2026-01-29 01:00:00,NS-1002,none,180.53,92.78,14.389,69.02,195.23,840.2,62.66,0,0
2026-01-29 02:00:00,NS-1002,none,179.62,93.56,14.288,70.07,196.34,837.9,62.05,0,0
2026-01-29 03:00:00,NS-1002,none,177.82,93.6,14.397,68.09,194.16,843.5,55.68,0,0
2026-01-29 04:00:00,NS-1002,none,178.04,93.23,14.289,68.52,194.71,848.0,73.21,0,0
2026-01-29 05:00:00,NS-1002,none,178.52,93.48,14.264,67.68,198.28,833.4,64.1,0,0
2026-01-29 06:00:00,NS-1002,none,177.42,93.47,14.397,70.81,197.02,834.0,67.23,0,0
2026-01-29 07:00:00,NS-1002,none,180.83,93.49,14.368,69.01,198.87,829.5,63.01,0,0
2026-01-29 08:00:00,NS-1002,none,175.28,93.26,14.534,66.37,198.14,857.8,64.42,0,0
2026-01-29 09:00:00,NS-1002,none,177.42,93.41,14.309,68.99,196.13,838.0,64.58,0,0
2026-01-29 10:00:00,NS-1002,none,178.86,93.36,14.289,70.27,194.91,838.6,64.0,0,0
2026-01-29 11:00:00,NS-1002,none,178.41,93.38,14.42,68.88,199.27,833.7,67.81,0,0
2026-01-29 12:00:00,NS-1002,none,179.84,93.17,14.28,69.14,187.37,819.3,61.55,0,0
2026-01-29 13:00:00,NS-1002,none,175.87,93.27,14.339,70.5,196.5,847.4,70.62,0,0
2026-01-29 14:00:00,NS-1002,none,177.6,94.04,14.374,69.92,193.4,846.9,64.51,0,0
2026-01-29 15:00:00,NS-1002,none,176.64,93.46,14.292,68.8,201.96,830.0,60.81,0,0
2026-01-29 16:00:00,NS-1002,none,175.87,93.08,14.376,71.08,193.2,849.1,73.64,0,0
2026-01-29 17:00:00,NS-1002,none,176.14,92.58,14.293,68.66,193.14,828.5,64.66,0,0
2026-01-29 18:00:00,NS-1002,none,174.25,93.0,14.297,68.58,192.58,818.3,58.84,0,0
2026-01-29 19:00:00,NS-1002,none,176.46,93.24,14.305,67.82,193.01,822.2,66.54,0,0
2026-01-29 20:00:00,NS-1002,none,177.01,93.26,14.328,69.82,196.7,859.3,69.09,0,0
2026-01-29 21:00:00,NS-1002,none,179.95,93.34,14.345,68.67,193.16,840.4,70.04,0,0
2026-01-29 22:00:00,NS-1002,none,176.65,92.72,14.587,68.41,196.24,843.0,61.97,0,0
2026-01-29 23:00:00,NS-1002,none,178.66,93.1,14.295,68.68,195.89,855.4,65.82,0,0
2026-01-30 00:00:00,NS-1002,none,179.68,92.75,14.376,70.5,200.22,856.6,67.72,0,0
2026-01-30 01:00:00,NS-1002,none,179.19,93.02,14.248,68.54,199.54,836.7,67.83,0,0
2026-01-30 02:00:00,NS-1002,none,182.04,93.11,14.256,70.39,191.69,808.3,63.33,0,0
2026-01-30 03:00:00,NS-1002,none,175.24,92.85,14.364,70.11,195.53,836.1,64.48,0,0
2026-01-30 04:00:00,NS-1002,none,175.76,92.72,14.385,68.97,194.95,846.6,63.22,0,0
2026-01-30 05:00:00,NS-1002,none,179.43,92.74,14.25,66.74,197.13,824.9,60.62,0,0
2026-01-30 06:00:00,NS-1002,none,178.18,93.28,14.266,68.42,195.08,819.0,67.51,0,0
2026-01-30 07:00:00,NS-1002,none,181.64,92.98,14.266,70.66,194.61,804.8,65.91,0,0
2026-01-30 08:00:00,NS-1002,none,177.32,93.31,14.293,68.62,195.45,847.9,67.73,0,0
2026-01-30 09:00:00,NS-1002,none,177.92,93.2,14.051,68.76,192.09,826.4,67.51,0,0
2026-01-30 10:00:00,NS-1002,none,179.3,93.18,14.183,69.08,189.02,817.1,71.08,0,0
2026-01-30 11:00:00,NS-1002,none,178.64,93.44,14.273,68.42,195.5,841.6,67.68,0,0
2026-01-30 12:00:00,NS-1002,none,180.25,93.14,14.27,67.46,198.44,822.4,59.56,0,0
2026-01-30 13:00:00,NS-1002,none,179.82,94.27,14.258,69.96,201.31,829.5,66.93,0,0
2026-01-30 14:00:00,NS-1002,none,175.58,93.06,14.291,68.99,205.42,836.9,65.36,0,0
2026-01-30 15:00:00,NS-1002,none,178.35,93.81,14.28,68.97,192.07,856.6,65.3,0,0
2026-01-30 16:00:00,NS-1002,none,176.15,92.78,14.287,69.47,195.6,828.0,64.66,0,0
2026-01-30 17:00:00,NS-1002,none,176.4,92.34,14.252,70.34,193.67,837.9,71.28,0,0
2026-01-30 18:00:00,NS-1002,none,178.49,93.8,14.298,68.47,194.13,828.7,66.9,0,0
2026-01-30 19:00:00,NS-1002,none,181.12,93.53,14.405,69.26,201.14,830.0,70.12,0,0
2026-01-30 20:00:00,NS-1002,none,178.79,93.69,14.314,67.74,193.55,858.2,68.75,0,0
2026-01-30 21:00:00,NS-1002,none,178.04,93.63,14.219,66.22,199.5,821.5,66.52,0,0
2026-01-30 22:00:00,NS-1002,none,179.39,93.41,14.22,68.18,197.34,841.2,57.0,0,0
2026-01-30 23:00:00,NS-1002,none,181.39,93.68,14.367,69.32,200.23,855.8,70.42,0,0
2026-01-01 00:00:00,NS-1003,none,187.03,95.6,14.209,64.12,188.02,864.5,60.45,0,0
2026-01-01 01:00:00,NS-1003,none,183.44,95.24,14.455,63.32,183.08,865.1,42.7,0,0
2026-01-01 02:00:00,NS-1003,none,184.17,95.48,14.299,64.62,185.02,870.4,53.65,0,0
2026-01-01 03:00:00,NS-1003,none,181.19,95.5,14.335,62.77,189.84,846.4,57.82,0,0
2026-01-01 04:00:00,NS-1003,none,182.42,95.39,14.295,62.7,182.81,849.9,55.78,0,0
2026-01-01 05:00:00,NS-1003,none,184.07,96.92,14.283,62.98,181.35,845.0,51.85,0,0
2026-01-01 06:00:00,NS-1003,none,179.4,95.82,14.272,61.62,189.99,843.3,54.17,0,0
2026-01-01 07:00:00,NS-1003,none,185.44,95.79,14.33,63.23,188.86,883.6,53.63,0,0
2026-01-01 08:00:00,NS-1003,none,184.0,96.2,14.176,63.01,183.66,820.0,55.73,0,0
2026-01-01 09:00:00,NS-1003,none,180.4,95.74,14.301,64.66,179.42,877.6,58.8,0,0
2026-01-01 10:00:00,NS-1003,none,182.42,95.71,14.246,63.03,188.71,822.8,60.63,0,0
2026-01-01 11:00:00,NS-1003,none,183.33,96.19,14.292,64.1,183.89,848.8,65.68,0,0
2026-01-01 12:00:00,NS-1003,none,184.91,95.98,14.287,63.27,183.96,866.0,48.0,0,0
2026-01-01 13:00:00,NS-1003,none,184.51,95.26,14.264,64.01,185.03,835.5,57.61,0,0
2026-01-01 14:00:00,NS-1003,none,185.16,95.89,14.334,59.44,187.54,832.4,45.26,0,0
2026-01-01 15:00:00,NS-1003,none,183.78,94.86,14.295,61.68,184.36,837.7,62.47,0,0
2026-01-01 16:00:00,NS-1003,none,185.97,95.6,14.432,63.28,190.68,844.9,47.46,0,0
2026-01-01 17:00:00,NS-1003,none,184.29,95.42,14.193,62.52,183.09,844.4,57.03,0,0
2026-01-01 18:00:00,NS-1003,none,185.66,95.46,14.385,63.33,186.63,849.1,59.48,0,0
2026-01-01 19:00:00,NS-1003,none,180.43,95.63,14.359,64.33,186.59,879.9,59.17,0,0
2026-01-01 20:00:00,NS-1003,none,183.62,95.29,14.302,64.1,189.87,850.2,54.16,0,0
2026-01-01 21:00:00,NS-1003,none,182.53,95.17,14.362,61.88,181.13,865.4,55.63,0,0
2026-01-01 22:00:00,NS-1003,none,184.14,95.77,14.098,61.86,187.61,839.0,60.12,0,0
2026-01-01 23:00:00,NS-1003,none,184.29,95.78,14.299,63.12,183.86,842.9,54.2,0,0
2026-01-02 00:00:00,NS-1003,none,181.41,95.95,14.252,64.55,185.93,854.4,54.41,0,0
2026-01-02 01:00:00,NS-1003,none,183.83,96.36,14.315,64.72,181.84,848.6,51.47,0,0
2026-01-02 02:00:00,NS-1003,none,183.41,96.38,14.308,66.26,189.57,852.8,54.77,0,0
2026-01-02 03:00:00,NS-1003,none,182.84,95.27,14.249,63.31,195.24,851.1,60.63,0,0
2026-01-02 04:00:00,NS-1003,none,186.44,95.65,14.222,62.94,185.6,848.5,44.75,0,0
2026-01-02 05:00:00,NS-1003,none,179.73,95.94,14.369,62.69,187.77,828.4,57.07,0,0
2026-01-02 06:00:00,NS-1003,none,185.47,95.83,14.329,60.75,186.76,859.0,51.22,0,0
2026-01-02 07:00:00,NS-1003,none,186.13,95.55,14.176,61.45,183.79,853.7,66.47,0,0
2026-01-02 08:00:00,NS-1003,none,181.26,95.95,14.4,64.07,183.93,844.6,54.31,0,0
2026-01-02 09:00:00,NS-1003,none,185.51,95.98,14.408,63.65,182.11,845.8,57.95,0,0
2026-01-02 10:00:00,NS-1003,none,182.56,95.74,14.326,61.52,186.55,878.1,51.35,0,0
2026-01-02 11:00:00,NS-1003,none,188.91,95.76,14.297,63.1,189.85,872.2,58.56,0,0
2026-01-02 12:00:00,NS-1003,none,185.07,95.24,14.265,63.39,185.67,864.7,66.31,0,0
2026-01-02 13:00:00,NS-1003,none,180.61,96.26,14.257,63.93,187.13,872.4,55.11,0,0
2026-01-02 14:00:00,NS-1003,none,178.4,96.08,14.206,64.08,190.63,858.0,51.73,0,0
2026-01-02 15:00:00,NS-1003,none,183.19,96.13,14.288,63.24,186.35,869.1,57.66,0,0
2026-01-02 16:00:00,NS-1003,none,184.7,95.23,14.264,63.15,185.59,850.7,57.22,0,0
2026-01-02 17:00:00,NS-1003,none,180.56,95.91,14.246,63.22,184.76,850.9,50.5,0,0
2026-01-02 18:00:00,NS-1003,none,182.02,94.76,14.315,62.7,185.57,838.8,52.23,0,0
2026-01-02 19:00:00,NS-1003,none,187.46,95.43,14.139,61.52,191.21,853.0,58.95,0,0
2026-01-02 20:00:00,NS-1003,none,182.31,95.68,14.432,63.37,189.78,828.9,52.81,0,0
2026-01-02 21:00:00,NS-1003,none,183.72,95.86,14.405,64.17,188.08,883.5,52.93,0,0
2026-01-02 22:00:00,NS-1003,none,184.09,95.2,14.385,61.85,189.06,852.7,51.42,0,0
2026-01-02 23:00:00,NS-1003,none,181.37,95.31,14.429,64.06,188.26,843.8,52.44,0,0
2026-01-03 00:00:00,NS-1003,none,180.26,95.7,14.175,64.0,183.18,863.5,46.06,0,0
2026-01-03 01:00:00,NS-1003,none,186.15,94.67,14.322,63.13,180.84,834.5,58.1,0,0
